image_id,gene,source_dir
Duodenum_HAUS3_Male_55_1920.jpg,HAUS3,images
Duodenum_HBP1_Male_55_1920.jpg,HBP1,images
Duodenum_HDAC1_Male_50_1904.jpg,HDAC1,images
Duodenum_HDAC4_Male_59_1961.jpg,HDAC4,images
Duodenum_HDAC9_Male_35_3219.jpg,HDAC9,images
Duodenum_HDGFL2_Male_54_2562.jpg,HDGFL2,images
Duodenum_HDHD2_Male_35_3219.jpg,HDHD2,images
Duodenum_HIBCH_Male_54_2562.jpg,HIBCH,images
Duodenum_HIGD2A_Male_35_3219.jpg,HIGD2A,images
Duodenum_HIRA_Female_62_3515.jpg,HIRA,images
Duodenum_HKDC1_Male_59_1961.jpg,HKDC1,images
Duodenum_HMGB1_Male_50_1904.jpg,HMGB1,images
Duodenum_HMGCR_Male_50_1904.jpg,HMGCR,images
Duodenum_HMOX1_Male_73_64.jpg,HMOX1,images
Duodenum_HMOX2_Male_50_1904.jpg,HMOX2,images
Duodenum_HNF1A_Male_54_2562.jpg,HNF1A,images
Duodenum_HNF4A_Male_66_2329.jpg,HNF4A,images
Duodenum_HNRNPA3_Male_50_1904.jpg,HNRNPA3,images
Duodenum_HNRNPA3_Male_66_2329.jpg,HNRNPA3,images
Duodenum_HNRNPC_Male_66_2329.jpg,HNRNPC,images
Duodenum_HNRNPH2_Female_64_2338.jpg,HNRNPH2,images
Duodenum_HNRNPL_Male_54_2562.jpg,HNRNPL,images
Duodenum_HNRNPM_Female_64_2338.jpg,HNRNPM,images
Duodenum_HNRNPU_Male_50_1904.jpg,HNRNPU,images
Duodenum_HPCAL1_Male_55_1920.jpg,HPCAL1,images
Duodenum_HPS1_Male_59_1961.jpg,HPS1,images
Duodenum_HSD11B2_Male_35_3219.jpg,HSD11B2,images
Duodenum_HSD11B2_Male_55_1920.jpg,HSD11B2,images
Duodenum_HSD17B4_Female_60_3548.jpg,HSD17B4,images
Duodenum_HSD17B7_Male_55_1920.jpg,HSD17B7,images
Duodenum_HSP90B1_Male_66_2329.jpg,HSP90B1,images
Duodenum_HSPA12B_Male_54_2562.jpg,HSPA12B,images
Duodenum_HSPA9_Male_63_1647.jpg,HSPA9,images
Duodenum_HSPE1_Male_50_1904.jpg,HSPE1,images
Duodenum_ICA1L_Male_55_1920.jpg,ICA1L,images
Duodenum_ICOSLG_Male_54_2562.jpg,ICOSLG,images
Duodenum_IDH2_Male_54_2562.jpg,IDH2,images
Duodenum_IFI30_Male_54_2562.jpg,IFI30,images
Duodenum_IFI35_Female_67_3479.jpg,IFI35,images
Duodenum_IFIH1_Male_66_2329.jpg,IFIH1,images
Duodenum_IFT20_Male_50_1904.jpg,IFT20,images
Duodenum_IFT22_Male_35_3219.jpg,IFT22,images
Duodenum_IFTAP_Male_55_1920.jpg,IFTAP,images
Duodenum_IL15RA_Female_60_3548.jpg,IL15RA,images
Duodenum_ILKAP_Male_66_2329.jpg,ILKAP,images
Duodenum_INPP5A_Male_54_2562.jpg,INPP5A,images
Duodenum_INSIG2_Male_50_1904.jpg,INSIG2,images
Duodenum_INTS10_Male_35_3219.jpg,INTS10,images
Duodenum_ISCA1_Male_55_1920.jpg,ISCA1,images
Duodenum_ISCA2_Male_35_3219.jpg,ISCA2,images
Duodenum_ITGA11_Male_55_1920.jpg,ITGA11,images
Duodenum_ITGA2_Female_60_3548.jpg,ITGA2,images
"Small_intestine,_NOS_ACACA_Female_71_3004.jpg",ACACA,images
"Small_intestine,_NOS_ANKRD37_Female_71_3004.jpg",ANKRD37,images
"Small_intestine,_NOS_ARHGAP6_Female_71_3004.jpg",ARHGAP6,images
"Small_intestine,_NOS_B4GALT1_Female_71_3004.jpg",B4GALT1,images
"Small_intestine,_NOS_CCT3_Female_71_3004.jpg",CCT3,images
"Small_intestine,_NOS_DCLK1_Female_71_3004.jpg",DCLK1,images
"Small_intestine,_NOS_DDX49_Female_71_3004.jpg",DDX49,images
"Small_intestine,_NOS_DNPEP_Female_71_3004.jpg",DNPEP,images
"Small_intestine,_NOS_GYS1_Female_71_3004.jpg",GYS1,images
Small_intestine_ADNP_Male_41_2226.jpg,ADNP,images
Small_intestine_APPBP2_Male_37_1652.jpg,APPBP2,images
Small_intestine_CYB561D2_Male_37_1652.jpg,CYB561D2,images
Small_intestine_EPCAM_Male_41_2226.jpg,EPCAM,images
Small_intestine_GIPC2_Male_70_1919.jpg,GIPC2,images
Small_intestine_ISY1-RAB43_Male_41_2226.jpg,ISY1-RAB43,images
